id,ITEM_ID,USER_ID,quantity,TIMESTAMP
224,836,680,4,6880982
225,3672,372,5,6880987
226,88,800,3,294967
227,2461,491,2,294977
228,572,182,3,294987
229,1095,82,2,294997
230,1616,167,4,295007
231,2877,661,2,295017
232,1606,751,5,295027
233,3489,222,4,295037
234,1400,719,1,295047
235,4304,5,2,295057
236,1073,467,2,295067
237,3423,179,2,295077
238,4162,155,3,295087
239,233,831,3,295097
240,1301,511,3,295107
241,2128,612,1,295117
242,4457,107,2,295127
243,832,947,1,295137
244,2199,529,3,295147
245,625,626,1,295157
246,89,341,2,295167
247,2171,316,1,295177
248,2616,921,1,295187
249,4295,322,5,295197
250,3440,162,1,295207
251,3107,16,5,295217
252,851,706,3,295227
253,2973,100,3,295237
254,2634,532,5,295247
255,1288,869,5,295257
256,1969,254,2,295267
257,1659,939,4,295277
258,1311,495,1,295287
259,2126,763,3,295297
260,1584,556,2,295307
261,2900,480,2,295317
262,3548,621,1,295327
263,3152,538,2,295337
264,2349,449,2,295347
265,920,711,4,295357
266,1876,914,1,295367
267,118,673,1,295377
268,2949,777,5,295387
269,2106,958,1,295397
270,594,484,3,295407
271,3338,44,5,295417
272,2889,444,4,295427
273,512,834,5,295437
274,2189,4,1,295447
275,1251,802,2,295457
276,4017,500,5,295467
277,2947,645,5,295477
278,2363,272,5,295487
279,1003,72,2,295497
280,1704,159,2,295507
281,988,21,2,295517
282,1846,999,2,295527
283,880,88,2,295537
284,3017,864,4,295547
285,4206,574,5,295557
286,2908,736,3,295567
287,3054,182,4,295577
288,214,770,2,295587
289,1511,799,3,295597
290,3687,236,4,295607
291,4421,116,4,295617
292,1479,185,1,295627
293,3622,80,3,295637
294,3133,298,2,295647
295,1135,130,2,295657
296,862,81,4,295667
297,3129,477,3,295677
298,1762,869,3,295687
299,2314,869,2,295697
300,883,580,4,295707
301,4364,562,2,295717
302,3276,628,4,295727
303,4437,34,2,295737
304,3206,408,3,295747
305,3476,457,5,295757
306,308,695,1,295767
307,3990,737,5,295777
308,2845,111,3,295787
309,3872,228,4,295797
310,4307,557,3,295807
311,1707,966,5,295817
312,2431,891,3,295827
313,442,843,4,295837
314,1859,730,4,295847
315,2898,189,4,295857
316,2103,278,4,295867
317,3046,368,1,295877
318,2957,868,5,295887
319,3976,213,3,295897
320,4425,16,2,295907
321,2185,903,3,295917
322,3719,487,5,295927
323,1562,525,1,295937
324,2854,931,2,295947
325,1473,607,5,295957
326,3331,170,1,295967
327,4490,772,2,295977
328,891,798,4,295987
329,2919,266,1,295997
330,954,89,4,296007
331,4490,982,3,296017
332,372,901,1,296027
333,3829,120,3,296037
334,652,442,4,296047
335,292,65,4,296057
336,295,38,5,296067
337,2274,901,1,296077
338,3878,602,4,296087
339,1658,592,4,296097
340,891,764,1,296107
341,620,937,5,296117
342,3298,897,4,296127
343,3813,937,4,296137
344,4295,214,3,296147
345,1635,409,1,296157
346,3840,824,2,296167
347,1444,855,1,296177
348,3802,72,2,296187
349,3365,906,3,296197
350,2408,764,3,296207
351,3253,565,3,296217
352,3781,884,2,296227
353,3620,454,3,296237
354,1117,752,2,296247
355,2769,584,4,296257
356,2208,951,2,296267
357,1913,367,1,296277
358,1440,601,3,296287
359,548,915,5,296297
360,3250,286,1,296307
361,4424,5,3,296317
362,4147,935,1,296327
363,3837,98,4,296337
364,4322,421,5,296347
365,3994,512,3,296357
366,3257,355,5,296367
367,1606,139,3,296377
368,2504,646,5,296387
369,1065,597,3,296397
370,1210,414,5,296407
371,3368,165,1,296417
372,4258,913,3,296427
373,483,862,1,296437
374,3800,114,4,296447
375,1104,663,5,296457
376,1507,67,5,296467
377,3440,975,2,296477
378,3312,884,3,296487
379,2695,154,3,296497
380,1509,590,5,296507
381,922,737,1,296517
382,3062,158,1,296527
383,1054,776,4,296537
384,3174,572,5,296547
385,3365,792,2,296557
386,779,818,3,296567
387,3108,759,5,296577
388,1084,634,5,296587
389,2506,352,5,296597
390,106,199,3,296607
391,592,49,4,296617
392,810,801,3,296627
393,185,797,4,296637
394,1646,883,3,296647
395,1821,574,3,296657
396,3781,383,5,296667
397,710,329,2,296677
398,3041,491,3,296687
399,4497,353,2,296697
400,2579,819,5,296707
401,1840,836,2,296717
402,3677,930,5,296727
403,1244,233,1,296737
404,279,491,2,296747
405,860,11,4,296757
406,2151,182,5,296767
407,2398,643,3,296777
408,1011,446,3,296787
409,376,364,4,296797
410,3573,333,4,296807
411,259,956,1,296817
412,3521,994,3,296827
413,832,848,3,296837
414,2474,275,3,296847
415,3634,517,1,296857
416,328,704,4,296867
417,2717,273,2,296877
418,1997,784,4,296887
419,2760,648,4,296897
420,1444,402,5,296907
421,3760,730,3,296917
422,1565,805,4,296927
423,2546,393,1,296937
424,1508,924,3,296947
425,2608,921,5,296957
426,1578,218,1,296967
427,3629,927,3,296977
428,2820,793,5,296987
429,3013,988,1,296997
430,2885,823,5,297007
431,2261,479,1,297017
432,1442,417,3,297027
433,582,26,1,297037
434,780,987,5,297047
435,2304,664,5,297057
436,983,619,1,297067
437,724,426,4,297077
438,1710,357,5,297087
439,2245,881,5,297097
440,3168,343,3,297107
441,1172,479,1,297117
442,611,635,2,297127
443,3542,817,4,297137
444,2113,104,1,297147
445,2271,737,3,297157
446,4421,516,1,297167
447,2805,566,4,297177
448,2176,578,5,297187
449,3340,906,2,297197
450,4449,778,3,297207
451,398,346,4,297217
452,1187,287,5,297227
453,1962,211,4,297237
454,3231,750,3,297247
455,2001,916,2,297257
456,1421,805,5,297267
457,1049,488,3,297277
458,425,766,4,297287
459,3874,511,3,297297
460,3322,972,2,297307
461,2926,581,1,297317
462,3458,582,4,297327
463,3698,894,4,297337
464,3889,117,2,297347
465,657,487,4,297357
466,4096,942,3,297367
467,2075,821,1,297377
468,3445,865,3,297387
469,1221,162,2,297397
470,1376,228,4,297407
471,2361,754,4,297417
472,2727,477,2,297427
473,1553,677,2,297437
474,3509,262,1,297447
475,3818,645,4,297457
476,3268,350,5,297467
477,3009,449,5,297477
478,3222,3,1,297487
479,3352,178,4,297497
480,3359,992,4,297507
481,1431,256,1,297517
482,2930,188,4,297527
483,1224,260,5,297537
484,1404,467,2,297547
485,1607,142,4,297557
486,1548,480,5,297567
487,3582,196,1,297577
488,2192,902,5,297587
489,1242,900,3,297597
490,2276,361,3,297607
491,4125,163,1,297617
492,2011,740,1,297627
493,2035,646,1,297637
494,35,43,1,297647
495,3894,200,1,297657
496,3011,324,1,297667
497,2014,282,4,297677
498,1746,998,1,297687
499,402,983,2,297697
500,2057,202,2,297707
501,3896,533,3,297717
502,697,853,3,297727
503,430,130,5,297737
504,4413,924,2,297747
505,741,933,1,297757
506,2141,280,5,297767
507,123,894,1,297777
508,2387,566,1,297787
509,2754,98,5,297797
510,3901,378,1,297807
511,2379,593,2,297817
512,18,962,3,297827
513,968,576,3,297837
514,1431,902,2,297847
515,1803,249,4,297857
516,2113,471,4,297867
517,4485,610,4,297877
518,2417,735,3,297887
519,351,400,4,297897
520,1374,296,2,297907
521,1827,941,2,297917
522,3329,379,1,297927
523,387,908,4,297937
524,374,180,2,297947
525,1955,949,3,297957
526,1198,418,2,297967
527,3916,239,2,297977
528,2456,64,5,297987
529,3035,83,1,297997
530,2081,431,3,298007
531,703,818,1,298017
532,274,975,1,298027
533,2788,283,5,298037
534,2461,165,4,298047
535,2916,224,2,298057
536,2827,788,5,298067
537,1604,711,1,298077
538,1963,252,2,298087
539,3100,596,3,298097
540,4308,982,5,298107
541,3816,637,4,298117
542,86,175,5,298127
543,3896,252,2,298137
544,3823,222,3,298147
545,3636,500,3,298157
546,3943,419,3,298167
547,569,935,3,298177
548,4088,561,1,298187
549,3144,691,1,298197
550,3667,927,3,298207
551,2042,741,2,298217
552,3186,388,2,298227
553,889,614,1,298237
554,2182,15,5,298247
555,3401,713,4,298257
556,2337,261,3,298267
557,1924,360,5,298277
558,1157,283,2,298287
559,3601,942,1,298297
560,2107,914,3,298307
561,711,504,2,298317
562,1819,306,5,298327
563,4100,420,3,298337
564,2993,349,3,298347
565,4426,703,4,298357
566,1439,386,2,298367
567,192,339,1,298377
568,335,980,5,298387
569,588,952,5,298397
570,3511,787,3,298407
571,4267,6,2,298417
572,4398,421,5,298427
573,1963,461,2,298437
574,2150,623,3,298447
575,2960,210,4,298457
576,1698,238,4,298467
577,1418,546,3,298477
578,3998,989,5,298487
579,319,100,2,298497
580,2654,156,4,298507
581,706,282,2,298517
582,3846,222,5,298527
583,1207,351,5,298537
584,543,674,2,298547
585,2598,911,4,298557
586,3634,489,3,298567
587,4145,705,5,298577
588,3293,432,1,298587
589,300,274,2,298597
590,3078,933,1,298607
591,1202,276,5,298617
592,2403,715,1,298627
593,529,236,5,298637
594,2695,203,4,298647
595,1649,751,4,298657
596,2127,452,5,298667
597,240,896,1,298677
598,2254,224,3,298687
599,2243,131,1,298697
600,4343,627,5,298707
601,4048,421,4,298717
602,3043,677,2,298727
603,2550,121,2,298737
604,1229,50,4,298747
605,1603,750,4,298757
606,2111,260,4,298767
607,2966,403,5,298777
608,1475,724,2,298787
609,151,107,4,298797
610,2929,891,1,298807
611,246,725,5,298817
612,3888,783,4,298827
613,857,372,3,298837
614,1755,995,5,298847
615,4216,320,4,298857
616,3035,75,1,298867
617,2061,708,5,298877
618,1493,922,5,298887
619,4491,594,4,298897
620,1121,186,4,298907
621,2523,533,3,298917
622,691,817,4,298927
623,674,284,5,298937
624,4075,235,2,298947
625,343,972,2,298957
626,4119,265,2,298967
627,4440,242,1,298977
628,2820,3,1,298987
629,1767,258,5,298997
630,2343,410,5,299007
631,835,372,1,299017
632,1363,125,5,299027
633,587,509,4,299037
634,2599,826,2,299047
635,3191,22,2,299057
636,4489,601,4,299067
637,3991,181,1,299077
638,3480,33,2,299087
639,570,999,2,299097
640,1160,472,2,299107
641,3191,814,5,299117
642,2506,848,1,299127
643,2617,88,3,299137
644,912,336,1,299147
645,48,650,4,299157
646,3498,437,5,299167
647,1660,544,5,299177
648,3350,750,5,299187
649,2194,643,1,299197
650,4303,221,3,299207
651,4041,823,5,299217
652,4037,798,3,299227
653,889,87,5,299237
654,711,567,4,299247
655,1277,834,3,299257
656,4374,59,2,299267
657,2270,389,2,299277
658,1971,760,3,299287
659,1455,81,5,299297
660,264,867,1,299307
661,1807,523,3,299317
662,3625,783,5,299327
663,186,690,3,299337
664,3094,518,2,299347
665,3558,521,3,299357
666,164,723,5,299367
667,2169,284,2,299377
668,9,915,4,299387
669,448,576,3,299397
670,4407,942,1,299407
671,1240,97,3,299417
672,4240,314,3,299427
673,1066,813,2,299437
674,806,465,2,299447
675,2970,982,1,299457
676,4242,971,4,299467
677,345,287,5,299477
678,4289,42,4,299487
679,4152,91,5,299497
680,9,565,4,299507
681,3309,697,1,299517
682,892,462,3,299527
683,2486,692,5,299537
684,1418,921,5,299547
685,1018,122,1,299557
686,1776,270,5,299567
687,1334,399,4,299577
688,1873,858,2,299587
689,1739,384,1,299597
690,4012,504,2,299607
691,3503,476,3,299617
692,215,76,2,299627
693,767,54,4,299637
694,4445,327,5,299647
695,2302,981,3,299657
696,1492,200,3,299667
697,4171,191,1,299677
698,817,370,1,299687
699,1569,539,1,299697
700,947,972,3,299707
701,2224,558,1,299717
702,3467,640,4,299727
703,661,609,2,299737
704,2389,319,3,299747
705,4337,814,4,299757
706,3105,848,4,299767
707,442,463,3,299777
708,2468,599,3,299787
709,2800,846,3,299797
710,63,213,3,299807
711,4273,545,5,299817
712,16,317,5,299827
713,921,646,1,299837
714,3921,507,5,299847
715,1297,286,2,299857
716,984,870,4,299867
717,2926,212,1,299877
718,86,900,2,299887
719,86,215,4,299897
720,536,250,4,299907
721,3190,665,4,299917
722,265,689,3,299927
723,197,99,4,299937
724,1185,191,5,299947
725,3991,409,5,299957
726,235,80,2,299967
727,858,527,5,299977
728,715,214,5,299987
729,531,9,4,299997
730,1097,350,2,300007
731,4426,501,1,300017
732,4201,64,2,300027
733,3513,987,4,300037
734,3053,33,1,300047
735,1390,987,5,300057
736,1530,905,4,300067
737,2430,236,3,300077
738,3902,691,1,300087
739,2730,948,1,300097
740,1220,677,1,300107
741,3715,537,1,300117
742,2704,477,2,300127
743,2085,163,3,300137
744,263,930,4,300147
745,299,625,1,300157
746,1109,967,2,300167
747,3927,509,5,300177
748,4148,699,4,300187
749,4220,304,2,300197
750,4149,902,4,300207
751,213,4,2,300217
752,421,645,3,300227
753,3035,168,5,300237
754,3752,405,4,300247
755,1572,48,4,300257
756,520,3,5,300267
757,3517,141,2,300277
758,1679,940,1,300287
759,1506,285,2,300297
760,519,946,2,300307
761,49,579,5,300317
762,2438,806,4,300327
763,2523,774,2,300337
764,1168,880,5,300347
765,3650,526,3,300357
766,3376,230,2,300367
767,4359,360,5,300377
768,550,204,3,300387
769,3496,210,3,300397
770,4232,5,1,300407
771,3312,897,4,300417
772,3361,420,2,300427
773,2095,216,2,300437
774,4135,637,2,300447
775,4240,812,2,300457
776,1467,158,1,300467
777,3686,231,3,300477
778,4413,125,5,300487
779,3195,954,5,300497
780,3711,752,4,300507
781,4472,378,1,300517
782,228,693,4,300527
783,3323,973,4,300537
784,196,213,4,300547
785,507,66,4,300557
786,2094,104,4,300567
787,3915,148,2,300577
788,2396,556,2,300587
789,3956,574,1,300597
790,3668,101,3,300607
791,4284,862,2,300617
792,1298,593,3,300627
793,384,944,5,300637
794,1251,786,3,300647
795,724,502,4,300657
796,2895,683,3,300667
797,1710,486,2,300677
798,4103,416,1,300687
799,2285,593,4,300697
800,2438,159,3,300707
801,4450,493,2,300717
802,2624,237,5,300727
803,1227,36,5,300737
804,4046,777,5,300747
805,2325,165,4,300757
806,735,350,1,300767
807,3532,208,3,300777
808,174,839,4,300787
809,828,962,5,300797
810,2038,595,2,300807
811,3747,501,2,300817
812,2340,699,2,300827
813,2634,839,4,300837
814,2740,579,3,300847
815,2727,475,3,300857
816,1399,966,4,300867
817,1899,672,4,300877
818,2761,2,2,300887
819,1217,755,4,300897
820,2179,318,1,300907
821,2647,646,3,300917
822,771,141,3,300927
823,4354,149,4,300937
824,719,680,4,300947
825,3445,910,1,300957
826,2166,593,1,300967
827,461,912,5,300977
828,2803,946,2,300987
829,4491,89,4,300997
830,2668,132,3,301007
831,163,779,4,301017
832,4288,488,1,301027
833,868,42,5,301037
834,3038,590,4,301047
835,3122,614,5,301057
836,3910,461,4,301067
837,2192,241,3,301077
838,4281,821,1,301087
839,2621,654,5,301097
840,1711,548,1,301107
841,3896,39,2,301117
842,837,26,5,301127
843,2123,222,2,301137
844,2727,905,4,301147
845,2543,725,1,301157
846,2074,403,5,301167
847,2099,835,3,301177
848,626,330,3,301187
849,3168,759,4,301197
850,1890,319,3,301207
851,476,41,3,301217
852,2724,794,4,301227
853,676,810,2,301237
854,2933,739,4,301247
855,596,850,4,301257
856,186,446,2,301267
857,1252,253,3,301277
858,2698,511,4,301287
859,1328,969,1,301297
860,1410,940,2,301307
861,2911,901,5,301317
862,1573,427,3,301327
863,2651,321,3,301337
864,1421,328,4,301347
865,2199,588,5,301357
866,252,53,1,301367
867,1812,697,3,301377
868,221,738,3,301387
869,3885,234,2,301397
870,143,379,3,301407
871,1059,242,5,301417
872,2426,67,2,301427
873,2738,788,2,301437
874,4466,604,4,301447
875,1758,95,4,301457
876,2933,478,4,301467
877,2181,726,5,301477
878,1279,434,4,301487
879,2687,760,5,301497
880,2190,210,5,301507
881,3030,718,2,301517
882,382,698,3,301527
883,1006,405,2,301537
884,4112,12,4,301547
885,3175,276,1,301557
886,1039,372,5,301567
887,709,902,3,301577
888,4053,653,1,301587
889,1201,646,1,301597
890,808,863,5,301607
891,1663,532,4,301617
892,742,142,5,301627
893,1506,444,3,301637
894,3018,17,3,301647
895,3945,872,2,301657
896,29,1000,3,301667
897,4394,581,1,301677
898,623,373,5,301687
899,1206,549,4,301697
900,237,894,5,301707
901,2358,157,2,301717
902,1364,716,3,301727
903,946,807,3,301737
904,4172,896,1,301747
905,2331,931,5,301757
906,3892,682,3,301767
907,4357,536,1,301777
908,3276,809,1,301787
909,2816,514,4,301797
910,3007,163,5,301807
911,3118,785,1,301817
912,1662,406,3,301827
913,366,420,2,301837
914,1941,879,3,301847
915,2808,889,2,301857
916,227,63,4,301867
917,2227,89,1,301877
918,1335,55,2,301887
919,4246,875,5,301897
920,1025,153,4,301907
921,544,324,3,301917
922,3534,636,5,301927
923,2622,657,4,301937
924,1636,635,5,301947
925,726,537,5,301957
926,2886,397,3,301967
927,4453,900,4,301977
928,95,844,1,301987
929,3322,754,4,301997
930,12,945,2,302007
931,1716,386,4,302017
932,1488,834,2,302027
933,354,585,4,302037
934,3699,147,1,302047
935,3874,926,4,302057
936,1078,857,2,302067
937,3638,162,3,302077
938,1586,308,4,302087
939,2168,107,3,302097
940,2616,32,1,302107
941,288,763,1,302117
942,1143,876,2,302127
943,184,632,2,302137
944,951,709,4,302147
945,2535,133,4,302157
946,2732,963,1,302167
947,225,310,3,302177
948,3175,31,2,302187
949,864,793,5,302197
950,2305,33,3,302207
951,4404,580,1,302217
952,435,524,2,302227
953,2416,934,2,302237
954,3028,247,3,302247
955,1678,856,4,302257
956,3416,563,3,302267
957,1103,326,2,302277
958,2676,893,5,302287
959,473,522,2,302297
960,1218,50,2,302307
961,72,779,3,302317
962,2300,286,5,302327
963,1894,18,4,302337
964,2726,810,4,302347
965,4037,499,4,302357
966,2678,502,2,302367
967,1240,149,5,302377
968,2635,189,5,302387
969,2229,528,5,302397
970,3329,97,3,302407
971,2096,52,3,302417
972,958,44,2,302427
973,1621,338,1,302437
974,251,767,4,302447
975,3100,508,4,302457
976,2696,99,5,302467
977,1421,486,2,302477
978,3995,672,1,302487
979,2763,153,2,302497
980,1218,160,4,302507
981,2252,880,1,302517
982,3311,658,4,302527
983,2741,146,2,302537
984,574,171,1,302547
985,2952,883,4,302557
986,3939,530,2,302567
987,3353,288,5,302577
988,1593,330,4,302587
989,2060,305,5,302597
990,569,73,4,302607
991,1150,693,2,302617
992,2802,214,1,302627
993,4339,735,3,302637
994,516,878,2,302647
995,1475,587,1,302657
996,2448,995,5,302667
997,2461,112,5,302677
998,1270,767,5,302687
999,1614,947,4,302697
1000,4157,134,5,302707
1001,2651,77,4,302717
1002,3617,478,5,302727
1003,3548,137,2,302737
1004,1197,686,5,302747
1005,2970,977,4,302757
1006,1717,372,1,302767
1007,2056,905,5,302777
1008,119,836,3,302787
1009,3494,293,1,302797
1010,2066,614,2,302807
1011,4119,787,1,302817
1012,2739,239,4,302827
1013,3574,933,5,302837
1014,2071,61,1,302847
1015,1372,951,4,302857
1016,2441,364,2,302867
1017,586,829,4,302877
1018,4163,835,1,302887
1019,965,425,2,302897
1020,3711,444,3,302907
1021,2408,472,3,302917
1022,4190,119,4,302927
1023,2409,223,1,302937
1024,3127,733,4,302947
1025,2732,597,3,302957
1026,3047,158,5,302967
1027,3704,357,4,302977
1028,3107,856,3,302987
1029,524,278,5,302997
1030,3491,109,5,303007
1031,3201,108,4,303017
1032,1155,456,4,303027
1033,1394,652,2,303037
1034,3854,538,1,303047
1035,3100,321,3,303057
1036,413,806,3,303067
1037,2217,830,3,303077
1038,2127,484,1,303087
1039,2180,730,4,303097
1040,1301,976,2,303107
1041,3953,532,1,303117
1042,34,731,2,303127
1043,926,514,2,303137
1044,3536,838,4,303147
1045,3155,265,3,303157
1046,1913,278,5,303167
1047,1846,508,3,303177
1048,4291,915,2,303187
1049,1557,778,3,303197
1050,3632,613,3,303207
1051,4009,472,4,303217
1052,4080,55,2,303227
1053,2659,969,3,303237
1054,632,788,4,303247
1055,3421,680,3,303257
1056,2506,12,4,303267
1057,2617,232,3,303277
1058,3329,542,1,303287
1059,3259,422,3,303297
1060,2547,232,2,303307
1061,4426,418,5,303317
1062,1809,183,3,303327
1063,1993,26,5,303337
1064,2289,486,2,303347
1065,3319,54,1,303357
1066,1981,809,3,303367
1067,2338,264,5,303377
1068,2209,929,3,303387
1069,1560,924,1,303397
1070,3177,475,5,303407
1071,3127,307,1,303417
1072,931,809,5,303427
1073,2749,278,5,303437
1074,818,254,4,303447
1075,38,314,3,303457
1076,3595,516,4,303467
1077,2227,52,4,303477
1078,494,49,4,303487
1079,1374,924,5,303497
1080,4354,60,4,303507
1081,1015,104,3,303517
1082,99,80,1,303527
1083,112,708,3,303537
1084,145,907,3,303547
1085,3826,637,3,303557
1086,2479,513,3,303567
1087,2687,744,3,303577
1088,672,788,1,303587
1089,272,96,3,303597
1090,1097,420,2,303607
1091,2630,763,5,303617
1092,1702,530,2,303627
1093,4473,284,2,303637
1094,3562,870,2,303647
1095,3455,636,5,303657
1096,3895,544,5,303667
1097,3568,654,3,303677
1098,387,957,4,303687
1099,3566,343,1,303697
1100,2501,587,5,303707
1101,1793,81,4,303717
1102,4085,581,4,303727
1103,1947,912,5,303737
1104,867,868,2,303747
1105,1568,9,2,303757
1106,3889,706,1,303767
1107,4043,958,3,303777
1108,3059,400,4,303787
1109,1174,242,4,303797
1110,2542,539,1,303807
1111,3030,285,2,303817
1112,2493,751,5,303827
1113,2382,515,3,303837
1114,2122,647,1,303847
1115,2799,212,3,303857
1116,1496,995,3,303867
1117,1432,700,4,303877
1118,2135,523,2,303887
1119,2553,563,3,303897
1120,1392,215,3,303907
1121,2223,424,5,303917
1122,1570,582,4,303927
1123,2020,231,5,303937
1124,2298,289,2,303947
1125,2396,352,2,303957
1126,1093,829,1,303967
1127,1652,317,3,303977
1128,853,270,5,303987
1129,3290,368,2,303997
1130,4174,354,1,304007
1131,2684,767,3,304017
1132,226,593,2,304027
1133,20,65,5,304037
1134,3057,763,3,304047
1135,584,63,3,304057
1136,3849,362,3,304067
1137,2368,392,2,304077
1138,2083,660,1,304087
1139,1123,434,4,304097
1140,35,840,2,304107
1141,662,339,5,304117
1142,2334,759,5,304127
1143,2270,351,3,304137
1144,2191,958,3,304147
1145,849,984,2,304157
1146,2120,692,5,304167
1147,1708,581,2,304177
1148,240,200,2,304187
1149,1748,342,1,304197
1150,196,517,4,304207
1151,516,687,1,304217
